QUERY	SUBJECT	QUERY_LEN(1)	SUBJECT_LEN(1)	ALN_LEN(1)	IDENTITIES(1)	POSITIVES(1)	GAPS(1)	FRAME(1)	QUERY_LEN(2)	SUBJECT_LEN(2)	ALN_LEN(2)	IDENTITIES(2)	POSITIVES(2)	GAPS(2)	FRAME(2)	SCORE(1)	E-VALUE(1)	FRAGMENTS(1)	SCORE(2)	E-VALUE(2)	FRAGMENTS(2)
SpisGene6142	g12443	300	263	229	158	180	0	+2/+2	263	300	244	178	210	0	+1/+1	378	3e-98	2	425	1e-112	2
SpisGene6142	g8665	300	263	229	159	180	0	+2/+2	263	300	244	179	210	0	+1/+1	378	2e-98	2	425	1e-112	2
SpisGene6143	g8664	975	689	639	520	572	0	+3/+3	689	975	628	576	608	0	+1/+1	1240	0.0	2	1308	0.0	3
SpisGene6144	g8663	705	518	499	368	431	0	+3/+1	518	705	499	368	431	0	+1/+3	962	0.0	2	962	0.0	2
SpisGene6145	g8657	358	351	309	233	274	0	+1/+1	351	358	330	233	274	0	+3/+3	536	1e-139	3	548	2e-143	3
SpisGene6146	g52321	471	419	322	159	226	0	+1/+1	419	471	322	159	226	0	+1/+1	434	4e-109	3	434	3e-109	3
SpisGene6147	g12451	813	717	592	327	446	0	+1/+1	717	813	615	331	458	0	+1/+1	822	0.0	6	835	0.0	7
SpisGene6148	g12452	243	191	170	124	143	0	+1/+1	191	243	170	124	143	0	+1/+1	305	2e-76	2	301	2e-75	2
SpisGene615	g60387	603	553	535	517	529	0	+3/+1	553	603	536	518	530	0	+1/+3	1182	0.0	1	1167	0.0	1
SpisGene6150	g8655	897	705	473	292	368	0	+3/+1	705	897	473	292	368	0	+1/+3	725	0.0	5	723	0.0	5
SpisGene6151	g12455	466	245	234	136	169	0	+1/+1	245	466	234	136	169	0	+1/+1	330	8e-90	1	330	3e-90	1
SpisGene6151	g8652	466	245	234	136	170	0	+1/+1	245	466	234	136	170	0	+1/+1	330	8e-90	1	330	3e-90	1
SpisGene6152	g12456	375	271	221	131	172	0	+1/+1	271	375	187	120	151	0	+1/+1	328	6e-83	2	301	2e-81	1
SpisGene6153	g12457	690	496	475	379	412	0	+1/+1	496	690	457	363	396	0	+1/+1	836	0.0	3	814	0.0	4
SpisGene6155	g57362	598	377	169	58	102	0	+1/+1	377	598	169	58	102	0	+1/+1	157	2e-21	4	157	9e-22	4
SpisGene6156	g39211	354	597	166	68	105	0	+1/+1	597	354	166	68	105	0	+1/+1	176	1e-37	2	177	9e-38	2
SpisGene6156	g51378	354	260	166	68	105	0	+1/+1	260	354	166	68	105	0	+1/+1	176	1e-37	2	177	3e-38	2
SpisGene6156	g54645	354	597	166	68	105	0	+1/+1	597	354	166	68	105	0	+1/+1	176	1e-37	2	177	9e-38	2
SpisGene6156	g65029	354	259	166	68	105	0	+1/+1	259	354	166	68	105	0	+1/+1	176	1e-37	2	177	3e-38	2
SpisGene6160	g11858	467	588	285	164	210	0	+1/+1	588	467	262	157	197	0	+1/+1	437	2e-110	3	404	2e-94	4
SpisGene6163	g20031	401	393	379	219	287	0	+1/+1	393	401	379	219	287	0	+1/+1	562	3e-153	2	562	2e-153	2
SpisGene6163	g53541	401	393	379	219	287	0	+1/+1	393	401	379	219	287	0	+1/+1	562	3e-153	2	562	2e-153	2
SpisGene6164	g15548	184	116	116	102	111	0	+1/+1	116	184	116	102	111	0	+1/+1	256	4e-68	1	256	2e-68	1
SpisGene6165	g15546	2667	2523	2141	1541	1797	0	+3/+3	2523	2667	2275	1634	1910	0	+3/+3	3687	0.0	13	3974	0.0	14
SpisGene6166	g3489	421	342	337	284	317	0	+2/+1	342	421	337	284	317	0	+1/+2	640	2e-176	2	637	5e-176	2
SpisGene6167	g3490	238	244	128	66	79	0	-1/-1	244	238	73	50	57	0	+1/+1	136	4e-26	2	128	9e-24	2
SpisGene6168	adi2mcaRNA1896_R0	1273	690	645	502	565	0	+1/+3	690	1273	637	498	565	0	+3/+1	1262	0.0	8	1260	0.0	9
SpisGene6169	adi2mcaRNA28758_R1	3233	1808	1574	723	1037	0	+1/+1	1808	3233	1578	721	1036	0	+1/+1	1771	0.0	17	1814	0.0	18
SpisGene617	g66387	601	358	352	285	314	0	+2/+1	358	601	352	285	314	0	+1/+2	714	0.0	1	714	0.0	1
SpisGene6178	g34039	1007	556	556	475	518	0	+1/+1	556	1007	556	475	518	0	+1/+1	1163	0.0	1	1163	0.0	1
SpisGene6179	g34042	3212	1482	925	565	720	0	+3/+1	1482	3212	941	568	729	0	+1/+3	1407	0.0	14	1397	0.0	14
SpisGene618	g65957	643	515	340	252	294	0	+2/+1	515	643	379	274	322	0	+1/+2	612	3e-156	4	652	2e-174	3
SpisGene6180	g62909	348	449	71	43	56	0	+1/+1	449	348	135	59	84	0	+1/+1	119	1e-26	1	146	6e-29	2
SpisGene6181	g61848	429	420	351	168	234	0	+1/+1	420	429	353	171	237	0	+1/+1	413	7e-89	5	415	9e-90	5
SpisGene6183	g60200	1516	789	682	465	571	0	+2/+1	789	1516	700	463	573	0	+1/+2	1186	0.0	7	1174	0.0	7
SpisGene6184	g60201	1545	978	870	566	688	0	+1/+1	978	1545	875	558	683	0	+1/+1	1444	0.0	10	1368	0.0	9
SpisGene6185	g60202	1486	884	621	377	473	0	+2/+1	884	1486	615	368	467	0	+1/+2	909	0.0	7	894	0.0	9
SpisGene6186	g60203	577	383	305	220	256	0	+1/+1	383	577	305	220	256	0	+1/+1	554	1e-136	4	554	6e-137	4
SpisGene6187	g25373	1644	1277	981	775	860	0	+1/+1	1277	1644	956	762	850	0	+3/+3	1862	0.0	5	1852	0.0	5
SpisGene6188	g25374	1620	1499	1261	862	1014	0	+2/+1	1499	1620	1255	868	1015	0	+1/+2	2059	0.0	12	2039	0.0	12
SpisGene6189	g25375	1586	1400	646	381	468	0	+1/+1	1400	1586	504	310	384	0	+1/+1	930	0.0	14	753	3e-146	11
SpisGene619	g64206	943	970	460	312	380	0	+1/+1	970	943	474	318	386	0	+1/+1	821	0.0	5	809	0.0	5
SpisGene6190	g25380	832	448	378	235	284	0	+3/+1	448	832	378	235	284	0	+1/+3	574	4e-148	3	574	2e-148	3
SpisGene6191	g25381	860	357	346	296	321	0	+3/+2	357	860	346	296	321	0	+2/+3	728	0.0	2	707	0.0	2
SpisGene6192	g54972	117	111	108	97	102	0	+1/+1	111	117	108	97	102	0	+1/+1	220	2e-57	1	220	1e-57	1
SpisGene6193	g54973	1332	1122	984	819	878	0	+2/+1	1122	1332	1018	838	900	0	+1/+2	1786	0.0	8	1871	0.0	9
SpisGene6194	g54974	433	455	310	191	244	0	+1/+1	455	433	310	191	244	0	+1/+1	520	4e-133	3	520	4e-133	3
SpisGene6196	g54976	767	769	690	392	515	0	+3/+3	769	767	698	397	520	0	+1/+1	968	0.0	10	977	0.0	8
SpisGene6198	g62000	340	248	133	71	92	0	+2/+1	248	340	133	71	92	0	+1/+2	183	5e-40	2	183	3e-40	2
SpisGene6199	g54977	159	160	156	145	152	0	+1/+1	160	159	156	145	152	0	+1/+1	369	3e-102	1	369	2e-102	1
SpisGene62	g4415	519	363	233	173	191	0	+1/+1	363	519	268	195	217	0	+1/+1	352	1e-84	3	434	1e-103	4
SpisGene620	g64207	903	520	397	261	309	0	+3/+1	520	903	399	266	318	0	+1/+3	624	8e-138	7	662	2e-144	9
SpisGene6200	g54978	564	498	458	387	419	0	+3/+1	498	564	444	380	408	0	+1/+3	950	0.0	2	885	0.0	2
SpisGene6201	g54979	879	978	596	318	417	0	+1/+1	978	879	595	331	428	0	+1/+1	726	1e-178	5	762	0.0	6
SpisGene6202	g54980	271	178	158	127	141	0	+2/+1	178	271	177	145	159	0	+1/+2	338	3e-86	2	372	3e-103	1
SpisGene6203	g54981	1150	542	463	366	409	0	+3/+1	542	1150	449	357	398	0	+1/+3	865	0.0	6	794	0.0	6
SpisGene6204	g54982	418	527	418	371	398	0	+1/+1	527	418	398	352	380	0	+2/+2	968	0.0	6	926	0.0	7
SpisGene6205	g19801	911	665	632	525	574	0	+1/+1	665	911	647	539	589	0	+1/+1	1256	0.0	4	1327	0.0	3
SpisGene6206	g19802	410	272	227	180	205	0	+3/+1	272	410	224	174	201	0	+1/+3	423	3e-131	2	408	5e-127	2
SpisGene6206	g54984	410	272	227	180	205	0	+3/+1	272	410	238	183	212	0	+1/+3	423	2e-131	2	431	3e-134	2
SpisGene6207	g54985	1988	1361	1289	1131	1202	0	+3/+1	1361	1988	1288	1134	1204	0	+1/+3	2683	0.0	5	2718	0.0	5
SpisGene621	g64208	475	268	248	191	223	0	+1/+1	268	475	248	191	223	0	+1/+1	450	2e-119	2	445	2e-118	2
SpisGene6214	adi2mcaRNA26390_R1	1025	126	93	59	70	0	+1/+1	126	1025	93	59	70	0	+1/+1	176	3e-36	2	176	2e-37	2
SpisGene6214	g37344	1025	127	93	59	70	0	+1/+1	127	1025	89	57	68	0	+1/+1	176	3e-36	2	170	6e-36	2
SpisGene6216	g28526	783	482	321	220	267	0	+2/+1	482	783	334	229	278	0	+2/+3	557	5e-136	5	582	2e-136	6
SpisGene6217	g28529	713	363	273	154	205	0	+2/+1	363	713	302	168	228	0	+1/+2	391	9e-102	2	358	9e-99	1
SpisGene6218	g28530	594	462	405	312	349	0	+3/+2	462	594	381	288	325	0	+1/+2	765	0.0	3	713	0.0	3
SpisGene622	adi2mcaRNA20406_R0	762	749	417	325	368	0	+3/+2	749	762	415	307	352	0	+2/+3	781	0.0	6	735	9e-177	6
SpisGene6220	g28531	532	554	502	343	411	0	+1/+1	554	532	502	343	411	0	+1/+1	872	0.0	1	872	0.0	1
SpisGene6222	adi2mcaRNA26373_R0	2555	1347	1176	843	975	0	+1/+1	1347	2555	1176	843	975	0	+1/+1	2204	0.0	8	2204	0.0	8
SpisGene6223	g28537	312	327	89	56	77	0	+1/+1	327	312	112	64	86	0	+1/+1	150	4e-23	3	165	9e-28	3
SpisGene6224	g28538	266	240	222	147	179	0	+1/+1	240	266	221	147	178	0	+1/+1	357	4e-86	3	356	4e-86	3
SpisGene6225	g28539	430	354	354	286	319	0	+2/+1	354	430	354	286	319	0	+1/+2	715	0.0	1	715	0.0	1
SpisGene6226	g28540	465	465	385	288	327	0	+1/+1	465	465	406	295	338	0	+1/+1	738	0.0	4	752	0.0	4
SpisGene6227	g28541	450	445	417	367	387	0	+1/+1	445	450	388	345	364	0	+1/+1	948	0.0	7	886	0.0	6
SpisGene6228	g28542	473	472	416	387	400	0	+1/+1	472	473	477	433	450	0	+2/+2	944	0.0	3	1028	0.0	3
SpisGene6229	g28544	400	430	397	356	373	0	+2/+2	430	400	397	356	373	0	+2/+2	933	0.0	4	933	0.0	4
SpisGene623	g7388	328	362	280	223	259	0	+1/+1	362	328	276	222	256	0	+1/+1	526	2e-150	1	526	3e-149	1
SpisGene6230	g28545	2446	426	346	218	261	0	+1/+1	426	2446	312	205	243	0	+1/+1	518	2e-122	4	501	7e-119	4
SpisGene6232	g28554	680	449	285	167	214	0	+3/+3	449	680	336	192	241	0	+1/+1	412	2e-87	5	442	2e-100	5
SpisGene6233	g28551	317	167	147	123	139	0	+1/+1	167	317	147	123	139	0	+1/+1	238	1e-62	1	259	4e-69	1
SpisGene6234	g28550	947	805	565	461	521	0	+3/+1	805	947	630	497	566	0	+2/+1	1084	0.0	2	1159	0.0	6
SpisGene6235	g28549	297	313	154	91	116	0	+1/+1	313	297	154	91	116	0	+1/+1	231	1e-41	4	229	3e-41	4
SpisGene6236	g19553	679	369	205	76	117	0	+1/+1	369	679	163	60	95	0	+1/+1	181	2e-33	3	144	7e-27	2
SpisGene6236	g3085	679	357	205	76	117	0	+1/+1	357	679	163	60	95	0	+1/+1	181	2e-33	3	144	7e-27	2
SpisGene6237	g28556	644	489	467	339	396	0	+3/+1	489	644	467	339	396	0	+1/+3	808	0.0	4	820	0.0	4
SpisGene6238	g28569	960	615	590	440	516	0	+1/+1	615	960	581	433	508	0	+1/+1	1135	0.0	3	1145	0.0	3
SpisGene6239	g28573	629	179	112	62	79	0	+1/+1	179	629	162	70	99	0	+1/+1	154	8e-24	3	163	6e-29	3
SpisGene624	g5977	1542	1674	1474	1190	1326	0	+2/+2	1674	1542	1502	1167	1312	0	+2/+2	2689	0.0	8	2646	0.0	7
SpisGene6241	g28574	861	453	426	351	387	0	+2/+1	453	861	426	351	387	0	+1/+2	942	0.0	2	942	0.0	2
SpisGene6242	adi2mcaRNA26401_R0	378	343	321	240	279	0	+1/+1	343	378	321	240	279	0	+1/+1	605	2e-164	4	605	6e-173	4
SpisGene6243	g37355	1431	1649	1387	1005	1173	0	+1/+1	1649	1431	1383	995	1163	0	+1/+1	2388	0.0	3	2458	0.0	2
SpisGene6247	g65057	185	279	187	163	173	0	+2/+2	279	185	186	171	180	0	+1/+1	388	8e-95	3	404	3e-99	3
SpisGene625	adi2mcaRNA28539_R1	593	517	498	379	440	0	+1/+1	517	593	498	379	440	0	+1/+1	924	0.0	4	924	0.0	4
SpisGene6250	g29170	450	494	382	279	319	0	+1/+1	494	450	382	279	319	0	+1/+1	721	3e-180	5	721	3e-180	5
SpisGene6256	g56774	622	918	289	156	206	0	+1/+1	918	622	319	180	234	0	+1/+1	394	5e-75	6	419	3e-82	6
SpisGene6258	g65069	1059	1252	575	300	416	0	+3/+1	1252	1059	584	306	424	0	+1/+3	764	0.0	6	790	0.0	5
SpisGene6259	g65068	1101	901	600	313	426	0	+3/+1	901	1101	603	314	427	0	+1/+3	815	0.0	3	806	0.0	3
SpisGene6260	adi2mcaRNA15301_R0	1026	327	280	182	225	0	+1/+1	327	1026	304	189	239	0	+1/+1	462	2e-121	2	474	2e-125	2
SpisGene6261	g65063	612	619	479	320	387	0	+1/+1	619	612	479	320	387	0	+1/+1	804	0.0	5	804	0.0	5
SpisGene6262	g65061	461	645	372	210	279	0	+1/+1	645	461	364	208	276	0	+1/+1	551	1e-141	3	549	4e-141	3
SpisGene6263	g65073	546	512	451	393	433	0	+3/+1	512	546	451	393	433	0	+1/+3	891	0.0	1	867	0.0	1
SpisGene6264	adi2mcaRNA15305_R0	2454	1885	1411	1035	1158	0	+2/+2	1885	2454	1301	988	1106	0	+1/+1	2346	0.0	22	2271	0.0	20
SpisGene6266	g65075	618	572	310	152	196	0	+1/+1	572	618	307	147	197	0	+1/+1	436	4e-83	7	424	2e-79	7
SpisGene6267	g65077	469	465	459	327	386	0	+1/+1	465	469	435	318	375	0	+1/+1	799	0.0	3	783	0.0	3
SpisGene6268	g65078	921	990	819	763	788	0	+1/+1	990	921	838	779	805	0	+1/+1	1671	0.0	4	1706	0.0	4
SpisGene627	g15598	347	222	168	131	150	0	+1/+1	222	347	158	123	139	0	+1/+1	280	1e-57	4	281	3e-53	5
SpisGene6270	g65081	509	497	497	373	428	0	+1/+1	497	509	497	373	428	0	+1/+1	902	0.0	1	848	0.0	1
SpisGene6271	g65080	3339	1244	1163	841	972	0	+2/+1	1244	3339	1168	838	972	0	+2/+3	1970	0.0	12	1948	0.0	9
SpisGene6272	g65084	857	400	314	198	246	0	+1/+1	400	857	324	205	254	0	+1/+1	463	1e-129	1	456	4e-128	1
SpisGene6274	adi2mcaRNA9101_R5	1624	1272	1054	556	752	0	+1/+1	1272	1624	1028	550	735	0	+1/+1	1324	0.0	12	1331	0.0	12
SpisGene6276	g25789	202	131	111	90	97	0	+1/+1	131	202	106	85	89	0	-3/-3	201	2e-45	2	196	2e-50	1
SpisGene6277	g39415	652	416	380	260	316	0	+1/+1	416	652	380	260	316	0	+1/+1	649	2e-173	3	622	9e-166	3
SpisGene6278	g39414	700	398	356	200	273	0	+2/+1	398	700	358	201	275	0	+1/+2	522	7e-124	5	526	2e-125	5
SpisGene6279	g39412	559	546	360	222	279	0	+1/+1	546	559	347	208	269	0	+2/+2	495	3e-106	6	441	9e-100	5
SpisGene6280	g39411	488	316	295	283	290	0	+1/+1	316	488	316	303	310	0	+1/+1	680	0.0	1	725	0.0	1
SpisGene6281	g39410	368	437	312	180	226	0	+3/+3	437	368	276	165	206	0	+3/+3	450	3e-103	5	426	2e-90	6
SpisGene6282	g39409	822	675	530	418	472	0	+2/+2	675	822	591	423	483	0	+3/+3	974	0.0	6	926	0.0	6
SpisGene6283	g39408	327	386	256	200	217	0	+1/+1	386	327	250	194	215	0	+1/+1	465	2e-118	3	490	3e-120	4
SpisGene6285	adi2mcaRNA22627_R0	1623	565	492	403	456	0	+1/+1	565	1623	496	407	457	0	+1/+1	1012	0.0	6	1024	0.0	5
SpisGene6289	g52661	1765	1440	1360	1010	1164	0	+2/+1	1440	1765	1404	1008	1173	0	+3/+1	2465	0.0	9	2429	0.0	8
SpisGene6290	g52660	671	849	478	304	375	0	+1/+1	849	671	482	301	372	0	+1/+1	726	8e-156	9	703	2e-154	8
SpisGene6291	g52658	1896	1366	1169	889	1038	0	+1/+1	1366	1896	1216	917	1073	0	+1/+1	2178	0.0	7	2215	0.0	6
SpisGene6294	g3084	970	399	299	147	214	0	+1/+1	399	970	299	147	214	0	+1/+1	404	2e-94	4	404	5e-95	4
SpisGene6297	g23894	1342	1078	737	480	593	0	+2/+1	1078	1342	743	481	596	0	+1/+2	1196	0.0	8	1195	0.0	7
SpisGene6298	g50546	912	832	691	480	562	0	+3/+1	832	912	733	498	588	0	+1/+3	1085	0.0	6	1148	0.0	8
SpisGene6299	g50544	135	139	115	94	101	0	+1/+1	139	135	115	94	101	0	+1/+1	234	1e-61	1	234	9e-62	1
SpisGene63	g6450	447	312	318	249	282	0	+3/+1	312	447	318	249	282	0	+1/+3	578	4e-158	2	615	2e-169	2
SpisGene6300	g25497	505	395	340	183	252	0	+1/+1	395	505	340	183	252	0	+1/+1	471	6e-121	4	471	4e-121	4
SpisGene6305	g2005	237	199	181	151	161	0	+3/+3	199	237	181	151	161	0	+3/+3	359	3e-90	3	359	3e-87	3
SpisGene6306	adi2mcaRNA31587_R0	572	640	547	358	441	0	+1/+1	640	572	547	358	441	0	+1/+1	911	0.0	2	911	0.0	2
SpisGene6307	g36359	1010	659	561	471	515	0	+1/+1	659	1010	561	471	515	0	+1/+1	1169	0.0	1	1186	0.0	1
SpisGene6308	adi2mcaRNA31592_R0	1152	570	565	395	478	0	+1/+1	570	1152	565	395	478	0	+1/+1	1049	0.0	4	1049	0.0	4
SpisGene6309	g31748	569	301	258	162	207	0	+2/+1	301	569	271	172	218	0	+1/+2	402	5e-105	2	422	8e-112	2
SpisGene6310	g31747	632	565	381	282	319	0	+3/+3	565	632	392	294	328	0	+2/+2	690	9e-158	7	708	1e-157	8
SpisGene6311	g31746	813	841	701	511	605	0	+1/+1	841	813	706	516	610	0	+1/+1	1296	0.0	6	1308	0.0	6
SpisGene6312	g37884	629	328	275	125	179	0	+2/+3	328	629	275	125	179	0	+3/+2	321	3e-54	7	321	1e-54	7
SpisGene6313	g31744	1196	1288	944	625	757	0	+3/+3	1288	1196	831	593	702	0	+3/+3	1484	0.0	7	1460	0.0	5
SpisGene6314	g31743	1341	786	733	551	629	0	+1/+3	786	1341	766	621	695	0	+1/+2	1234	0.0	3	1364	0.0	3
SpisGene6315	g31742	825	532	469	358	405	0	+1/+1	532	825	469	358	405	0	+1/+1	897	0.0	9	905	0.0	9
SpisGene6316	adi2mcaRNA6126_R0	987	331	266	223	237	0	+2/+2	331	987	266	223	237	0	+2/+2	524	3e-150	3	524	7e-151	3
SpisGene6317	g31738	452	403	383	303	341	0	+1/+3	403	452	354	282	318	0	+2/+3	726	0.0	4	717	0.0	5
SpisGene6318	g31736	623	412	383	316	345	0	+2/+1	412	623	387	321	349	0	+1/+2	798	0.0	5	751	0.0	4
SpisGene6320	g31752	1641	1604	1354	1011	1151	0	+1/+1	1604	1641	1422	1051	1204	0	+3/+3	2434	0.0	11	2480	0.0	13
SpisGene6321	g22269	102	107	53	34	44	0	+1/+1	107	102	53	34	44	0	+1/+1	93	8e-14	2	93	6e-14	2
SpisGene6322	g22270	114	114	93	78	85	0	+1/+1	114	114	97	81	88	0	+1/+1	197	9e-45	2	194	1e-43	2
SpisGene6325	g22271	1296	1029	970	706	831	0	+2/+1	1029	1296	970	706	831	0	+1/+2	1808	0.0	4	1808	0.0	4
SpisGene6326	g22272	988	641	487	395	428	0	+1/+1	641	988	475	384	417	0	+1/+1	957	0.0	5	932	0.0	5
SpisGene6327	g22273	695	802	475	371	422	0	+1/+1	802	695	535	399	452	0	+1/+1	968	0.0	4	1012	0.0	5
SpisGene6328	g22276	823	1001	344	187	246	0	+3/+3	1001	823	329	188	234	0	+3/+3	454	1e-79	8	463	3e-77	9
SpisGene6329	g41224	860	432	296	221	255	0	+2/+1	432	860	283	220	249	0	+1/+2	569	2e-143	4	566	4e-143	4
SpisGene6330	g41227	732	212	150	113	134	0	+2/+1	212	732	150	113	134	0	+1/+2	293	9e-67	3	292	3e-67	3
SpisGene6331	g5869	600	552	381	259	313	0	+1/+1	552	600	398	271	330	0	+3/+3	618	6e-137	7	590	4e-134	6
SpisGene6333	g18493	732	358	355	299	324	0	+3/+3	358	732	338	288	312	0	+1/+1	723	0.0	3	724	0.0	2
SpisGene6338	g32112	1486	1409	462	390	420	0	+1/+1	1409	1486	471	399	429	0	+1/+1	947	0.0	3	983	0.0	3
SpisGene6339	g32113	306	215	176	97	131	0	+1/+1	215	306	121	65	81	0	+1/+1	254	7e-56	3	160	1e-62	2
SpisGene6340	adi2mcaRNA23879_R0	775	534	444	307	360	0	+3/+2	534	775	458	314	370	0	+2/+3	748	0.0	5	802	0.0	5
SpisGene6341	g32119	687	400	190	136	166	0	+1/+1	400	687	207	147	180	0	+1/+1	372	1e-88	3	397	6e-103	2
SpisGene6343	g32120	1331	544	440	347	385	0	+1/+1	544	1331	467	376	419	0	+1/+1	833	0.0	5	944	0.0	5
SpisGene6347	g51653	316	539	253	157	196	0	+1/+1	539	316	257	159	199	0	+1/+1	372	6e-77	5	378	2e-78	5
SpisGene6348	g51654	1004	490	397	295	324	0	+2/+1	490	1004	407	294	329	0	+3/+1	750	8e-170	9	730	4e-175	7
SpisGene6349	g51655	241	79	79	66	72	0	+2/+1	79	241	79	66	72	0	+1/+2	154	2e-37	1	128	3e-30	1
SpisGene6350	g29303	1315	750	428	236	302	0	+3/+3	750	1315	397	220	279	0	+1/+1	595	8e-117	9	555	2e-112	8
SpisGene6351	g29302	135	199	134	98	112	0	+1/+2	199	135	132	100	112	0	+3/+3	243	5e-58	2	221	7e-46	3
SpisGene6353	g29301	583	332	306	225	267	0	+2/+1	332	583	306	225	267	0	+1/+2	572	2e-150	3	572	6e-151	3
SpisGene6354	g8410	1019	1020	855	591	699	0	+1/+3	1020	1019	773	546	639	0	+3/+1	1370	0.0	9	1311	0.0	10
SpisGene6360	adi2mcaRNA34735_R0	405	394	374	254	304	0	+1/+1	394	405	374	254	304	0	+1/+1	615	2e-163	3	618	2e-164	3
SpisGene6361	g22225	836	629	457	355	392	0	+1/+1	629	836	461	356	395	0	+2/+2	862	0.0	3	831	0.0	5
SpisGene6365	g59265	616	452	288	135	186	0	+2/+1	452	616	288	135	186	0	+1/+2	344	6e-94	1	344	3e-94	1
SpisGene6368	g7161	1329	1111	968	546	708	0	+1/+1	1111	1329	939	538	695	0	+1/+1	1283	0.0	11	1300	0.0	11
SpisGene6369	g34432	3715	3711	2526	1485	1905	0	+1/+1	3711	3715	2461	1456	1867	0	+1/+1	3432	0.0	33	3434	0.0	31
SpisGene637	g58857	1878	1172	995	566	744	0	+3/+3	1172	1878	955	551	722	0	+1/+1	1425	0.0	14	1374	0.0	14
SpisGene6371	g34434	2183	2112	1684	1292	1440	0	+3/+1	2112	2183	1675	959	1111	0	-1/-3	2829	0.0	12	1886	0.0	12
SpisGene6373	g34435	480	463	357	211	268	0	+3/+3	463	480	339	232	292	0	+1/+1	527	1e-134	3	577	9e-150	3
SpisGene6374	g34436	925	579	579	511	560	0	+2/+1	579	925	579	511	560	0	+1/+2	1269	0.0	1	1269	0.0	1
SpisGene6375	g34437	576	462	331	212	268	0	+1/+1	462	576	357	229	289	0	+1/+1	523	3e-141	2	526	4e-149	1
SpisGene6376	adi2mcaRNA15751_R0	533	536	156	76	111	0	+1/+1	536	533	156	76	111	0	+1/+1	206	1e-38	3	206	9e-39	3
SpisGene6377	g34442	223	331	124	64	84	0	+1/+1	331	223	149	83	107	0	+3/+3	163	2e-22	4	205	8e-36	4
SpisGene6378	g34443	721	408	254	105	149	0	+1/+1	408	721	264	112	159	0	+1/+1	247	7e-39	5	271	1e-40	6
SpisGene6379	g34420	1259	938	545	407	473	0	+1/+1	938	1259	557	417	485	0	+1/+1	988	0.0	4	1007	0.0	4
SpisGene638	g1362	222	150	120	70	85	0	+1/+1	150	222	103	62	74	0	+1/+1	155	1e-31	2	138	5e-27	2
SpisGene6381	g34422	5523	6216	5077	2562	3578	0	+1/+1	6216	5523	5066	2559	3568	0	+1/+1	6180	0.0	24	6195	0.0	22
SpisGene6384	g34425	956	434	362	183	251	0	+3/+1	434	956	273	147	195	0	+1/+3	457	6e-83	8	381	1e-66	7
SpisGene6385	g34426	1896	1828	963	657	724	0	-3/-1	1828	1896	1039	675	749	0	-2/-1	1415	0.0	18	1449	0.0	19
SpisGene6386	g34427	797	634	455	335	386	0	+2/+1	634	797	474	349	403	0	+1/+2	790	0.0	5	816	0.0	4
SpisGene6387	g34428	1239	924	443	246	315	0	+1/+1	924	1239	458	257	327	0	+1/+1	585	2e-129	6	586	5e-130	6
SpisGene6388	g34429	702	673	620	517	565	0	+3/+1	673	702	599	488	538	0	+1/+3	1279	0.0	6	1181	0.0	6
SpisGene6389	adi2mcaRNA15775_R0	1097	389	272	141	195	0	+3/+1	389	1097	270	140	194	0	+1/+3	329	5e-83	2	291	3e-72	2
SpisGene6390	g34431	443	521	409	321	362	0	+1/+1	521	443	410	321	363	0	+1/+1	816	0.0	2	817	0.0	2
SpisGene6391	adi2mcaRNA27935_R1	1288	778	632	481	535	0	+1/+3	778	1288	610	467	518	0	+3/+1	1154	0.0	8	1119	0.0	8
SpisGene64	g61138	694	173	173	143	154	0	+1/+1	173	694	173	143	154	0	+1/+1	325	3e-88	1	326	2e-89	1
SpisGene6401	g62858	595	661	216	173	196	0	+1/+1	661	595	216	173	196	0	+1/+1	442	1e-115	3	411	1e-106	3
SpisGene6403	g62857	1487	872	810	639	723	0	+1/+1	872	1487	782	628	713	0	+1/+1	1626	0.0	6	1639	0.0	7
SpisGene6405	g3737	1122	1318	955	561	721	0	+1/+1	1318	1122	969	567	725	0	+1/+1	1353	0.0	6	1350	0.0	8
SpisGene6407	g71134	290	202	201	140	171	0	+1/+1	202	290	201	140	171	0	+1/+1	347	4e-95	1	347	2e-95	1
SpisGene6408	adi2mcaRNA38379_R0	162	186	117	80	101	0	+1/+1	186	162	117	80	101	0	+1/+1	172	1e-36	2	195	6e-44	2
SpisGene6409	g71130	1094	559	411	321	369	0	+1/+1	559	1094	411	321	369	0	+1/+1	847	0.0	3	847	0.0	3
SpisGene641	g11325	467	374	305	265	280	0	+1/+1	374	467	305	268	281	0	+1/+1	617	3e-158	4	615	4e-158	4
SpisGene6410	g69055	457	231	170	150	163	0	+1/+1	231	457	193	170	185	0	+1/+1	376	3e-86	4	389	2e-90	4
SpisGene6410	g71128	457	231	170	150	163	0	+1/+1	231	457	193	170	185	0	+1/+1	376	3e-86	4	389	2e-90	4
SpisGene6411	g69054	845	355	191	170	180	0	+1/+1	355	845	231	193	207	0	+2/+2	421	4e-117	1	466	9e-124	2
SpisGene6412	adi2mcaRNA34558_R0	4862	2733	2437	1842	2086	0	+1/+2	2733	4862	2479	1871	2120	0	+1/+3	4283	0.0	16	4257	0.0	16
SpisGene6413	g16165	820	654	394	268	307	0	+2/+1	654	820	472	315	370	0	+1/+2	656	2e-149	7	754	8e-154	11
